run_id,assignment_id,assignment_title,created_at,status,error,model_name,duration_ms,prompt_tokens,completion_tokens,total_tokens,llm_calls,plan_goal,plan_step_count,user_message,tool_call_count,tools_used,failed_tool_count,step_count,feedback_rating,feedback_comment,failure_category,failure_subcategory,coder_notes
edfc8711-2a1b-477c-9445-bf375d1380ed,cc9b480e-729a-461b-9b31-50f8ea690425,eval-q19,28:03.4,completed,,qwen3.5:2b,113001,14537,228,14765,5,Create an execution plan for the conversation,1,Summarize the history of the internet in 3 bullet points.,3,memory_search; web_search,0,6,negative,Got lost on its execution.,P,P-LP,
c7f1ed7a-f12c-499b-bfe8-83bdfd1ebccc,343f4722-eb85-4f82-9fb7-bb32aaa914b0,eval-q18,26:08.2,completed,,qwen3.5:2b,113502,8610,413,9023,3,Create an execution plan for the conversation,1,What is the meaning of life?,1,web_search,0,4,positive,,,,
910ad597-48f0-47c2-8940-f1239a830eb5,cd35c882-78f1-4e60-8414-83da36066022,eval-q17,22:23.6,completed,,qwen3.5:2b,222520,18004,2575,20579,6,Generate a fun fact,1,Tell me a fun fact.,3,fetch_page; memory_search; web_search,0,6,positive,,,,
c7b93fba-f1b8-4ede-9334-6be39b67b21a,aad438c7-c4d9-44a4-8665-e9142cf267a8,eval-q16,21:24.5,completed,,qwen3.5:2b,57861,11929,316,12245,4,Calculate the speed of light in km/s and the distance light travels in 10 minutes,1,Search for the speed of light in km/s then calculate how far light travels in 10 minutes.,2,calculator; web_search,0,5,positive,,,,
0a755e95-a63f-4541-ae63-9e56e6499b7b,05bc30fc-6387-4f15-bafd-a396ef0e34eb,eval-q15,20:32.1,completed,,qwen3.5:2b,49446,11013,207,11220,4,Create an execution plan for the conversation,1,What is today's date? Then tell me what date it will be in 90 days.,2,time_date,0,5,positive,,,,
f2626bce-53e1-4c21-9711-cf98b1347d28,dd4ab4e1-778a-4c5d-84b1-803cbe2276ea,eval-q14,18:30.2,completed,,qwen3.5:2b,119518,26440,352,26792,8,Create an execution plan for the conversation about the drive between Montreal,1,How long is the drive between Montreal,6,memory_search; web_search,0,9,negative,"Was looping over the request, or thought it was.  Wrong input!",U,U-IN,
c21b3a79-59bf-4140-b0c7-edff69c7e1b1,b17f1dd8-4df3-455b-a229-a7051a03f72d,eval-q13,18:02.2,completed,,qwen3.5:2b,26798,11732,226,11958,4,Calculate days until Christmas,1,How many days until Christmas?,2,time_date,0,5,positive,,,,
d66c8bcf-ede4-434c-b6a5-49f3eaf95501,c6d7606e-9ea6-4289-a090-695c2d291b3d,eval-q12,17:15.4,completed,,qwen3.5:2b,43650,7667,117,7784,3,Determine the day of the week for January 1st 2027,1,What day of the week will January 1st 2027 fall on?,1,time_date,0,4,positive,,,,
61f35029-383b-43dc-9d80-96f2d90cd5b8,12d84232-d83a-4fe2-bd7b-f088c66b0f22,eval-q11,16:38.5,completed,,qwen3.5:2b,34441,8176,135,8311,3,Get current time in London and create an execution plan,1,What time is it right now in London?,1,time_date,0,4,positive,,,,
43d1fcfd-8ff0-4a0f-8664-164b880bac17,7526e331-a201-446c-a1ee-c8a6ef770c5e,eval-q10,15:10.1,completed,,qwen3.5:2b,85705,7583,112,7695,3,Create an execution plan for the conversation,1,What time is it in Tokyo?,1,time_date,0,4,positive,,,,
d9895ce4-2be6-4d05-80ce-b893de284b6c,cde7e457-d550-483e-93e4-43990540a380,eval-q09,14:00.3,completed,,qwen3.5:2b,67681,14369,433,14802,5,Create an execution plan for investing $1000 at 5% annual interest for 10 years,1,If I invest $1000 at 5% annual interest for 10 years,3,calculator,0,6,positive,,,,
62f523b5-1674-4797-b686-918e634db926,71dfcfb2-6825-482b-afa3-3b6372531bec,eval-q08,13:36.0,completed,,qwen3.5:2b,22649,8168,164,8332,3,Calculate the square root of 144 divided by 3,1,What is the square root of 144 divided by 3?,1,calculator,0,4,positive,,,,
e3bee5fc-02c6-4990-8f26-75add22570e8,81fe2fd8-ff77-4318-88ec-2f144e32fba7,eval-q07,13:14.1,completed,,qwen3.5:2b,20102,8140,108,8248,3,Calculate 15% of 847,1,What is 15% of 847?,1,calculator,0,4,positive,,,,
a7a29856-98d5-4435-bb76-0920d1784610,46db77fd-d730-4b3c-850f-092340afda36,eval-q06,12:31.3,completed,,qwen3.5:2b,39812,8053,104,8157,3,Create an execution plan for the conversation,1,What is 2+2,1,calculator,0,4,positive,,,,
b0a111e7-c580-402c-bcbc-6c834c3f8bf5,87c8aefd-d801-4a06-91a5-2d93feebe5d3,eval-q05,10:38.0,completed,,qwen3.5:2b,111010,10830,201,11031,4,Retrieve the current stock price of Apple,1,What is the current stock price of Apple?,2,fetch_page; web_search,0,5,negative,Unable to execute the tool properly.,T,T-NE,
31ea1425-cfab-4446-b926-a22d75fe4583,aa2ef205-5415-4c0a-b5d9-36feeecff314,eval-q04,09:28.4,completed,,qwen3.5:2b,66725,17875,380,18255,6,Create an execution plan for the conversation about Tokyo's population,1,What is the population of Tokyo?,4,memory_search; web_search,0,7,positive,,,,
73375344-df10-4956-ba3c-7797891958fb,91511c63-0067-4861-b02d-274e4f76f31b,eval-q03,08:44.6,completed,,qwen3.5:2b,40963,4417,98,4515,2,Create an execution plan for the conversation,1,What is the capital city of Australia?,0,,0,3,positive,,,,
b3db48aa-0230-4c9a-8ed6-0ef4e24bed60,b8c620e5-47da-47f8-b275-292bea0660f3,eval-q02,07:37.1,completed,,qwen3.5:2b,65764,14842,220,15062,5,Identify the current Prime Minister of Canada,1,Who is the current Prime Minister of Canada?,3,fetch_page; memory_search; web_search,0,6,positive,,,,
