run_id,assignment_id,assignment_title,created_at,status,error,model_name,duration_ms,prompt_tokens,completion_tokens,total_tokens,llm_calls,plan_goal,plan_step_count,user_message,tool_call_count,tools_used,failed_tool_count,step_count,feedback_rating,feedback_comment,failure_category,failure_subcategory,coder_notes
ffbb2aa6-2fec-42b5-94d3-9a600f80ddb5,683004e1-5c8d-4dc2-9a09-7eec5a35db29,Summarize the history of the internet in 3 bullet ...,04:27.7,completed,,qwen3.5:2b,113304,34921,557,35478,10,Create an execution plan for the conversation,1,Summarize the history of the internet in 3 bullet points.,8,web_search,0,11,negative,Got lost on its execution.,P,P-LP,
2c3a2ddc-9882-4263-b9e0-7d3155ce01ac,c9b6cc92-d205-49f3-927a-d84953d11bdc,What is the meaning of life?,03:13.0,completed,,qwen3.5:2b,35450,4701,331,5032,2,Create an execution plan for the conversation,1,What is the meaning of life?,0,,0,3,negative,the context at the end is weird!,U,U-MI,
dc9aa671-77fd-4668-bc97-1367971f919a,3f4c6496-1d72-4663-94ae-0050ad61be89,Tell me a fun fact.,01:29.3,completed,,qwen3.5:2b,53928,14871,344,15215,5,Create a fun fact and plan to share it,1,Tell me a fun fact.,3,calculator; web_search,0,6,positive,,,,
4adfd925-dd15-45f8-85b1-33c1e1ccd174,1250d0d1-9737-45c5-aab3-1840cc227e99,"Search for the speed of light in km/s, then calcul...",54:11.8,completed,,qwen3.5:2b,91812,23020,672,23692,7,Calculate the speed of light in km/s and the distance light travels in 10 minutes,1,"Search for the speed of light in km/s, then calculate howfar light travels in 10 minutes.",5,calculator; web_search,0,8,positive,,,,
f9dd1267-c739-4702-a8fc-eb7b2f7827a8,a198561f-649b-43ec-94b3-142a35585700,What is today’s date? Then tell me what date it wi...,53:01.6,completed,,qwen3.5:2b,35134,11657,252,11909,4,Get today's date and calculate the date 90 days from now,1,What is today’s date? Then tell me what date it will bein 90 days.,2,time_date,0,5,positive,,,,
7059e332-7f7b-455b-8a45-f31c95189842,b9408388-1f8d-4721-85a5-8a7c646d6d98,"How long is the drive between Montreal, QC and New...",50:38.6,completed,,qwen3.5:2b,115477,39350,776,40126,11,"Calculate the driving time between Montreal, QC and New York City, NY",3,"How long is the drive between Montreal, QC and NewYork City, NY?",10,calculator; http_request; json_query; web_search,0,12,negative,infinite loop.,M,M-RP,
584d9297-4ba3-4f79-9422-d787b91cc1f8,275687a2-ef71-4bf7-b03c-35fea6354a76,How many days until Christmas?,49:25.0,completed,,qwen3.5:2b,30329,14960,274,15234,5,Calculate days until Christmas,1,How many days until Christmas?,3,calculator; time_date,0,6,negative,wrong calculation.,T,T-NE,
8cbf0d08-56b8-49b1-af63-40c67c2801e3,858b2528-bd07-4618-94f5-585f1756b124,"What day of the week will January 1st, 2027 fall o...",47:58.8,completed,,qwen3.5:2b,60843,27166,503,27669,8,"Determine the day of the week for January 1st, 2027",1,"What day of the week will January 1st, 2027 fall on?",6,calculator; time_date; web_search,0,9,positive,,,,
ef15e8c3-e8f2-4103-a49e-c3b1d9eaa7e4,dc768b16-5eb3-487f-992d-d5aa439af5cb,What time is it right now in London?,46:30.4,completed,,qwen3.5:2b,21325,8023,135,8158,3,Get current time in London and create an execution plan,1,What time is it right now in London?,1,time_date,0,4,positive,,,,
cc61137f-6991-42aa-934e-882b174f6c1e,ed3349af-4ca9-4550-959c-0dbd23f6f417,What time is it in Tokyo?,45:34.9,completed,,qwen3.5:2b,27384,8030,123,8153,3,Create an execution plan for the conversation,1,What time is it in Tokyo?,1,time_date,0,4,positive,,,,
